ZIP,state,far1,far2,far3,far4,gridpop,sqmi,density,fr1pop,fr2pop,fr3pop,fr4pop,pctfr1,pctfr2,pctfr3,pctfr4
12520,NY,0,0,0,0,"3,163",3.4,938.6,0,0,0,0,0.0,0.0,0.0,0.0
12521,NY,0,0,0,0,"1,385",33.8,41.0,0,0,0,0,0.0,0.0,0.0,0.0
12522,NY,0,0,0,0,"5,328",36.7,145.4,0,0,0,0,0.0,0.0,0.0,0.0
12523,NY,0,0,0,0,"1,761",21.7,81.1,0,0,0,0,0.0,0.0,0.0,0.0
12524,NY,0,0,0,0,"12,356",16.0,770.8,0,0,0,0,0.0,0.0,0.0,0.0
12525,NY,0,0,0,0,"3,055",24.6,124.4,0,0,0,0,0.0,0.0,0.0,0.0
12526,NY,0,0,0,0,"3,552",35.0,101.5,0,0,0,0,0.0,0.0,0.0,0.0
12528,NY,0,0,0,0,"13,559",56.6,239.4,0,0,0,0,0.0,0.0,0.0,0.0
12529,NY,0,0,0,0,"2,691",66.5,40.5,114,114,114,114,4.2,4.2,4.2,4.2
12531,NY,0,0,0,0,"3,474",18.6,187.3,0,0,0,0,0.0,0.0,0.0,0.0
12533,NY,0,0,0,0,"21,753",51.1,425.9,0,0,0,0,0.0,0.0,0.0,0.0
12534,NY,0,0,0,0,"20,713",94.7,218.7,0,0,0,0,0.0,0.0,0.0,0.0
12538,NY,0,0,0,0,"14,131",27.7,509.4,0,0,0,0,0.0,0.0,0.0,0.0
12540,NY,0,0,0,0,"7,398",31.5,234.8,0,0,0,0,0.0,0.0,0.0,0.0
12542,NY,0,0,0,0,"5,386",14.2,380.1,0,0,0,0,0.0,0.0,0.0,0.0
12543,NY,0,0,0,0,"2,962",1.2,2531.6,0,0,0,0,0.0,0.0,0.0,0.0
12545,NY,0,0,0,0,"4,793",55.3,86.7,0,0,0,0,0.0,0.0,0.0,0.0
12546,NY,0,0,0,0,"2,942",42.3,69.5,0,0,0,0,0.0,0.0,0.0,0.0
12547,NY,0,0,0,0,"2,511",9.6,260.5,0,0,0,0,0.0,0.0,0.0,0.0
12548,NY,0,0,0,0,"1,122",3.8,295.3,0,0,0,0,0.0,0.0,0.0,0.0
12549,NY,0,0,0,0,"8,774",42.0,208.9,0,0,0,0,0.0,0.0,0.0,0.0
12550,NY,0,0,0,0,"51,607",39.5,1306.5,0,0,0,0,0.0,0.0,0.0,0.0
12553,NY,0,0,0,0,"23,307",28.2,826.2,0,0,0,0,0.0,0.0,0.0,0.0
12561,NY,0,0,0,0,"16,797",61.0,275.5,0,0,0,0,0.0,0.0,0.0,0.0
12563,NY,0,0,0,0,"9,088",23.8,381.8,0,0,0,0,0.0,0.0,0.0,0.0
12564,NY,0,0,0,0,"6,438",42.1,153.0,0,0,0,0,0.0,0.0,0.0,0.0
12566,NY,0,0,0,0,"9,824",61.4,160.1,8,8,8,8,0.1,0.1,0.1,0.1
12567,NY,0,0,0,0,"2,908",46.2,63.0,0,0,0,0,0.0,0.0,0.0,0.0
12569,NY,0,0,0,0,"8,962",30.5,293.5,0,0,0,0,0.0,0.0,0.0,0.0
12570,NY,0,0,0,0,"6,127",21.0,292.3,0,0,0,0,0.0,0.0,0.0,0.0
12571,NY,0,0,0,0,"12,554",61.1,205.5,0,0,0,0,0.0,0.0,0.0,0.0
12572,NY,0,0,0,0,"9,767",58.0,168.5,0,0,0,0,0.0,0.0,0.0,0.0
12575,NY,0,0,0,0,"1,979",13.8,143.7,0,0,0,0,0.0,0.0,0.0,0.0
12577,NY,0,0,0,0,"2,674",6.4,415.9,0,0,0,0,0.0,0.0,0.0,0.0
12578,NY,0,0,0,0,"2,094",15.0,139.7,0,0,0,0,0.0,0.0,0.0,0.0
12580,NY,0,0,0,0,"4,345",23.0,188.7,0,0,0,0,0.0,0.0,0.0,0.0
12581,NY,0,0,0,0,"2,341",39.6,59.2,0,0,0,0,0.0,0.0,0.0,0.0
12582,NY,0,0,0,0,"4,226",14.7,287.3,0,0,0,0,0.0,0.0,0.0,0.0
12583,NY,0,0,0,0,"2,186",13.6,160.6,0,0,0,0,0.0,0.0,0.0,0.0
12585,NY,0,0,0,0,916,9.0,102.1,0,0,0,0,0.0,0.0,0.0,0.0
12586,NY,0,0,0,0,"11,457",26.3,435.3,0,0,0,0,0.0,0.0,0.0,0.0
12589,NY,0,0,0,0,"14,633",60.0,243.8,0,0,0,0,0.0,0.0,0.0,0.0
12590,NY,0,0,0,0,"34,750",37.5,926.2,0,0,0,0,0.0,0.0,0.0,0.0
12592,NY,0,0,0,0,"1,011",13.6,74.2,0,0,0,0,0.0,0.0,0.0,0.0
12594,NY,0,0,0,0,"3,953",26.4,149.6,0,0,0,0,0.0,0.0,0.0,0.0
12601,NY,0,0,0,0,"45,142",23.5,1917.7,0,0,0,0,0.0,0.0,0.0,0.0
12603,NY,0,0,0,0,"34,866",31.1,1121.5,0,0,0,0,0.0,0.0,0.0,0.0
12604,NY,0,0,0,0,"2,356",0.5,5121.7,0,0,0,0,0.0,0.0,0.0,0.0
12701,NY,0,0,0,0,"12,761",76.4,167.1,51,51,51,51,0.4,0.4,0.4,0.4
12719,NY,0,0,0,0,"1,018",18.2,56.1,56,56,56,56,5.5,5.5,5.5,5.5
12720,NY,0,0,0,0,129,9.4,13.7,29,29,29,29,22.5,22.5,22.5,22.5
12721,NY,0,0,0,0,"5,791",29.1,198.9,0,0,0,0,0.0,0.0,0.0,0.0
12723,NY,0,0,0,0,"2,215",33.7,65.8,507,507,507,507,22.9,22.9,22.9,22.9
12725,NY,1,1,1,1,324,68.8,4.7,252,252,252,252,77.8,77.8,77.8,77.8
12726,NY,0,0,0,0,"1,211",29.3,41.3,0,0,0,0,0.0,0.0,0.0,0.0
12729,NY,0,0,0,0,"2,713",36.2,74.9,0,0,0,0,0.0,0.0,0.0,0.0
12732,NY,0,0,0,0,918,21.4,42.8,202,202,202,202,22.0,22.0,22.0,22.0
12733,NY,0,0,0,0,"1,308",3.7,350.7,0,0,0,0,0.0,0.0,0.0,0.0
12734,NY,0,0,0,0,"1,528",17.4,88.0,0,0,0,0,0.0,0.0,0.0,0.0
12736,NY,1,1,1,1,182,6.3,29.0,182,182,182,182,100.0,100.0,100.0,100.0
12737,NY,0,0,0,0,"1,532",43.5,35.2,416,416,416,416,27.2,27.2,27.2,27.2
12738,NY,0,0,0,0,257,3.1,83.4,0,0,0,0,0.0,0.0,0.0,0.0
12740,NY,0,0,0,0,"2,025",78.5,25.8,186,186,186,186,9.2,9.2,9.2,9.2
12741,NY,1,1,1,1,219,6.6,33.4,130,130,130,130,59.4,59.4,59.4,59.4
12742,NY,0,0,0,0,321,2.9,111.8,0,0,0,0,0.0,0.0,0.0,0.0
12743,NY,0,0,0,0,253,7.7,32.7,123,123,123,123,48.6,48.6,48.6,48.6
12745,NY,1,1,1,1,87,1.8,49.7,44,44,44,44,50.6,50.6,50.6,50.6
12746,NY,0,0,0,0,"1,699",13.9,122.4,0,0,0,0,0.0,0.0,0.0,0.0
12747,NY,0,0,0,0,"3,349",20.5,163.3,0,0,0,0,0.0,0.0,0.0,0.0
12748,NY,0,0,0,0,"2,060",23.3,88.4,481,481,481,481,23.3,23.3,23.3,23.3
12750,NY,0,0,0,0,97,1.4,70.8,0,0,0,0,0.0,0.0,0.0,0.0
12751,NY,0,0,0,0,100,0.5,217.4,0,0,0,0,0.0,0.0,0.0,0.0
12752,NY,0,0,0,0,131,2.6,51.0,0,0,0,0,0.0,0.0,0.0,0.0
12754,NY,0,0,0,0,"6,419",24.1,266.9,0,0,0,0,0.0,0.0,0.0,0.0
12758,NY,0,0,0,0,"4,683",162.5,28.8,"1,233","1,233","1,233","1,233",26.3,26.3,26.3,26.3
12759,NY,0,0,0,0,746,4.1,180.2,0,0,0,0,0.0,0.0,0.0,0.0
12760,NY,0,0,0,0,637,50.6,12.6,292,292,292,292,45.8,45.8,45.8,45.8
12762,NY,0,0,0,0,230,3.7,62.2,0,0,0,0,0.0,0.0,0.0,0.0
12763,NY,1,1,1,0,905,12.8,70.5,573,573,573,20,63.3,63.3,63.3,2.2
12764,NY,0,0,0,0,"1,729",68.4,25.3,219,219,219,219,12.7,12.7,12.7,12.7
12765,NY,0,0,0,0,939,16.4,57.4,41,41,41,41,4.4,4.4,4.4,4.4
12766,NY,1,1,1,1,597,9.6,62.0,597,597,597,597,100.0,100.0,100.0,100.0
12768,NY,0,0,0,0,"1,212",35.5,34.1,299,299,299,299,24.7,24.7,24.7,24.7
12770,NY,0,0,0,0,233,6.3,37.0,0,0,0,0,0.0,0.0,0.0,0.0
12771,NY,0,0,0,0,"12,246",34.7,352.5,0,0,0,0,0.0,0.0,0.0,0.0
12775,NY,0,0,0,0,"1,631",15.1,107.9,0,0,0,0,0.0,0.0,0.0,0.0
12776,NY,0,0,0,0,"2,565",129.9,19.8,"1,151","1,151","1,151","1,151",44.9,44.9,44.9,44.9
12777,NY,0,0,0,0,773,44.1,17.5,25,25,25,25,3.2,3.2,3.2,3.2
12779,NY,0,0,0,0,"1,389",9.5,145.8,0,0,0,0,0.0,0.0,0.0,0.0
12780,NY,0,0,0,0,"2,383",23.7,100.5,0,0,0,0,0.0,0.0,0.0,0.0
12783,NY,0,0,0,0,"1,858",34.1,54.4,424,424,424,424,22.8,22.8,22.8,22.8
12786,NY,0,0,0,0,640,11.9,53.7,0,0,0,0,0.0,0.0,0.0,0.0
12787,NY,0,0,0,0,57,0.5,121.3,0,0,0,0,0.0,0.0,0.0,0.0
12788,NY,0,0,0,0,"2,393",19.0,125.9,22,22,22,22,0.9,0.9,0.9,0.9
12789,NY,0,0,0,0,"2,399",13.1,183.0,125,125,125,0,5.2,5.2,5.2,0.0
12790,NY,0,0,0,0,"5,688",75.0,75.9,0,0,0,0,0.0,0.0,0.0,0.0
12791,NY,0,0,0,0,176,1.0,172.5,0,0,0,0,0.0,0.0,0.0,0.0
12792,NY,1,1,1,1,232,1.5,152.6,146,146,146,146,62.9,62.9,62.9,62.9
12801,NY,0,0,0,0,"14,002",3.9,3627.5,0,0,0,0,0.0,0.0,0.0,0.0
12803,NY,0,0,0,0,"7,355",6.7,1101.0,0,0,0,0,0.0,0.0,0.0,0.0
12804,NY,0,0,0,0,"23,549",53.1,443.6,0,0,0,0,0.0,0.0,0.0,0.0
12808,NY,0,0,0,0,253,13.8,18.3,11,11,11,11,4.3,4.3,4.3,4.3
12809,NY,0,0,0,0,"3,489",53.4,65.3,0,0,0,0,0.0,0.0,0.0,0.0
12810,NY,1,1,1,1,641,23.2,27.6,358,358,358,358,55.9,55.9,55.9,55.9
12812,NY,1,1,1,1,242,112.7,2.1,234,234,234,234,96.7,96.7,96.7,96.7
12814,NY,0,0,0,0,"1,471",60.8,24.2,0,0,0,0,0.0,0.0,0.0,0.0
12815,NY,0,0,0,0,"1,108",46.7,23.7,6,6,6,6,0.5,0.5,0.5,0.5
12816,NY,0,0,0,0,"4,236",56.3,75.2,112,112,112,112,2.6,2.6,2.6,2.6
12817,NY,0,0,0,0,"2,124",50.7,41.9,0,0,0,0,0.0,0.0,0.0,0.0
12819,NY,0,0,0,0,389,36.6,10.6,17,17,17,17,4.4,4.4,4.4,4.4
12821,NY,0,0,0,0,"1,896",6.1,311.8,0,0,0,0,0.0,0.0,0.0,0.0
12822,NY,0,0,0,0,"5,776",65.5,88.2,186,186,186,186,3.2,3.2,3.2,3.2
12823,NY,0,0,0,0,170,5.5,30.9,0,0,0,0,0.0,0.0,0.0,0.0
12824,NY,0,0,0,0,844,28.3,29.8,0,0,0,0,0.0,0.0,0.0,0.0
12827,NY,0,0,0,0,"4,112",115.8,35.5,72,72,72,72,1.8,1.8,1.8,1.8
12828,NY,0,0,0,0,"7,891",47.8,165.0,0,0,0,0,0.0,0.0,0.0,0.0
12831,NY,0,0,0,0,"14,907",66.2,225.3,0,0,0,0,0.0,0.0,0.0,0.0
12832,NY,0,0,0,0,"6,900",82.9,83.3,40,40,40,40,0.6,0.6,0.6,0.6
12833,NY,0,0,0,0,"4,665",38.6,120.9,0,0,0,0,0.0,0.0,0.0,0.0
12834,NY,0,0,0,0,"6,360",84.8,75.0,0,0,0,0,0.0,0.0,0.0,0.0
12835,NY,0,0,0,0,"2,469",81.6,30.2,"1,083","1,083","1,083","1,083",43.9,43.9,43.9,43.9
12836,NY,0,0,0,0,921,79.5,11.6,60,60,60,60,6.5,6.5,6.5,6.5
12837,NY,0,0,0,0,678,12.5,54.1,0,0,0,0,0.0,0.0,0.0,0.0
12838,NY,0,0,0,0,527,5.6,94.6,0,0,0,0,0.0,0.0,0.0,0.0
12839,NY,0,0,0,0,"12,003",31.3,383.5,0,0,0,0,0.0,0.0,0.0,0.0
12842,NY,0,0,0,0,"1,235",167.8,7.4,614,614,614,614,49.7,49.7,49.7,49.7
12843,NY,0,0,0,0,"1,269",213.0,6.0,409,409,409,409,32.2,32.2,32.2,32.2
12844,NY,0,0,0,0,248,3.0,83.5,0,0,0,0,0.0,0.0,0.0,0.0
12845,NY,0,0,0,0,"5,522",54.0,102.3,0,0,0,0,0.0,0.0,0.0,0.0
12846,NY,0,0,0,0,"3,032",54.0,56.2,0,0,0,0,0.0,0.0,0.0,0.0
12847,NY,1,1,1,1,841,454.2,1.9,841,841,841,840,100.0,100.0,100.0,100.0
12849,NY,0,0,0,0,288,2.1,135.8,0,0,0,0,0.0,0.0,0.0,0.0
12850,NY,0,0,0,0,"2,645",49.8,53.2,77,77,77,77,2.9,2.9,2.9,2.9
12851,NY,0,0,0,0,261,32.6,8.0,33,33,33,33,12.6,12.6,12.6,12.6
12852,NY,1,1,1,1,477,225.1,2.1,477,477,477,477,100.0,100.0,100.0,100.0
12853,NY,0,0,0,0,"1,712",55.7,30.7,76,76,76,76,4.4,4.4,4.4,4.4
12854,NY,0,0,0,0,29,2.1,14.1,0,0,0,0,0.0,0.0,0.0,0.0
12855,NY,0,0,0,0,239,154.8,1.5,102,102,102,102,42.7,42.7,42.7,42.7
12857,NY,0,0,0,0,677,149.5,4.5,231,231,231,231,34.1,34.1,34.1,34.1
12858,NY,0,0,0,0,17,3.4,5.0,0,0,0,0,0.0,0.0,0.0,0.0
12859,NY,0,0,0,0,"1,497",20.7,72.2,5,5,5,5,0.3,0.3,0.3,0.3
12860,NY,0,0,0,0,831,12.8,65.0,0,0,0,0,0.0,0.0,0.0,0.0
12861,NY,0,0,0,0,618,33.2,18.6,17,17,17,17,2.8,2.8,2.8,2.8
12863,NY,0,0,0,0,710,5.5,129.3,0,0,0,0,0.0,0.0,0.0,0.0
12865,NY,0,0,0,0,"3,521",68.2,51.6,213,213,213,213,6.0,6.0,6.0,6.0
12866,NY,0,0,0,0,"34,971",74.6,468.7,0,0,0,0,0.0,0.0,0.0,0.0
12870,NY,0,0,0,0,"1,791",150.5,11.9,94,94,94,94,5.2,5.2,5.2,5.2
12871,NY,0,0,0,0,"4,148",32.7,127.0,0,0,0,0,0.0,0.0,0.0,0.0
12873,NY,0,0,0,0,766,23.4,32.7,24,24,24,24,3.1,3.1,3.1,3.1
12878,NY,1,1,1,1,680,78.4,8.7,663,663,663,663,97.5,97.5,97.5,97.5
12883,NY,0,0,0,0,"5,166",91.8,56.3,494,494,494,354,9.6,9.6,9.6,6.9
12885,NY,0,0,0,0,"4,566",98.7,46.2,85,85,85,85,1.9,1.9,1.9,1.9
12886,NY,0,0,0,0,83,4.1,20.4,0,0,0,0,0.0,0.0,0.0,0.0
12887,NY,0,0,0,0,"6,174",107.1,57.7,55,55,55,55,0.9,0.9,0.9,0.9
12901,NY,0,0,0,0,"32,177",108.3,297.2,561,0,0,0,1.7,0.0,0.0,0.0
12903,NY,0,0,0,0,353,4.9,72.3,0,0,0,0,0.0,0.0,0.0,0.0
12910,NY,1,0,0,0,"2,552",56.9,44.9,"2,405",404,404,404,94.2,15.8,15.8,15.8
12911,NY,0,0,0,0,116,0.7,170.6,0,0,0,0,0.0,0.0,0.0,0.0
12912,NY,1,0,0,0,"2,111",91.9,23.0,"2,111",343,343,343,100.0,16.2,16.2,16.2
12913,NY,1,1,1,0,"1,007",71.3,14.1,"1,007",988,988,429,100.0,98.0,98.0,42.6
12914,NY,1,1,0,0,872,28.8,30.3,872,872,99,99,100.0,100.0,11.4,11.4
12916,NY,1,1,0,0,"2,199",46.7,47.1,"2,199","2,199",110,110,100.0,100.0,5.0,5.0
12917,NY,1,1,0,0,"1,289",42.2,30.6,"1,289","1,289",322,322,100.0,100.0,25.0,25.0
12918,NY,0,0,0,0,"2,401",42.0,57.2,675,24,24,24,28.1,1.0,1.0,1.0
12919,NY,0,0,0,0,"2,924",46.9,62.3,313,0,0,0,10.7,0.0,0.0,0.0
12920,NY,1,1,0,0,"2,559",72.4,35.4,"2,559","2,047",194,194,100.0,80.0,7.6,7.6
12921,NY,0,0,0,0,"2,555",38.7,66.0,495,0,0,0,19.4,0.0,0.0,0.0
12922,NY,1,1,1,1,74,25.0,3.0,74,74,74,62,100.0,100.0,100.0,82.7
12923,NY,1,1,1,1,729,57.0,12.8,698,480,366,366,95.7,65.8,50.1,50.1
12924,NY,1,0,0,0,216,5.8,37.4,208,0,0,0,96.3,0.0,0.0,0.0
12926,NY,1,1,0,0,"2,070",53.1,39.0,"2,070","2,070",28,28,100.0,100.0,1.4,1.4
12928,NY,0,0,0,0,"2,124",79.8,26.6,"1,042","1,042","1,042","1,042",49.1,49.1,49.1,49.1
12930,NY,1,1,0,0,618,39.9,15.5,618,618,258,258,100.0,100.0,41.7,41.7
12932,NY,1,0,0,0,"1,497",67.5,22.2,"1,464",168,168,168,97.8,11.2,11.2,11.2
12934,NY,1,0,0,0,"1,368",84.8,16.1,"1,368",549,540,540,100.0,40.1,39.5,39.5
12935,NY,1,0,0,0,"1,363",73.0,18.7,"1,346",299,299,299,98.8,21.9,21.9,21.9
12936,NY,0,0,0,0,601,29.7,20.2,91,87,87,87,15.1,14.5,14.5,14.5
12937,NY,1,1,0,0,"1,592",30.8,51.7,"1,317","1,317",0,0,82.7,82.7,0.0,0.0
12941,NY,1,0,0,0,"1,107",35.3,31.4,"1,107",287,287,287,100.0,25.9,25.9,25.9
12942,NY,1,1,1,1,604,51.4,11.8,604,596,596,391,100.0,98.5,98.5,64.7
12943,NY,1,1,1,1,465,108.2,4.3,463,463,463,461,99.6,99.6,99.6,99.1
12944,NY,0,0,0,0,"4,265",124.4,34.3,718,122,122,122,16.8,2.9,2.9,2.9
12945,NY,1,1,1,0,599,18.5,32.4,599,599,599,170,100.0,100.0,100.0,28.4
12946,NY,1,1,1,0,"6,158",141.3,43.6,"6,158","6,158","6,158",537,100.0,100.0,100.0,8.7
12950,NY,1,0,0,0,673,54.2,12.4,591,42,42,42,87.8,6.3,6.3,6.3
12952,NY,1,0,0,0,414,11.4,36.4,414,37,37,37,100.0,8.9,8.9,8.9
12953,NY,1,1,0,0,"16,396",216.2,75.8,"16,396","16,396",93,93,100.0,100.0,0.6,0.6
12955,NY,1,0,0,0,334,21.8,15.3,334,46,46,46,100.0,13.8,13.8,13.8
12956,NY,1,1,1,1,"1,473",9.1,161.2,"1,465","1,465","1,465","1,465",99.5,99.5,99.5,99.5
12957,NY,1,1,0,0,"1,450",32.4,44.7,"1,450","1,450",302,302,100.0,100.0,20.8,20.8
12958,NY,0,0,0,0,"1,838",35.5,51.8,864,69,69,69,47.0,3.8,3.8,3.8
12959,NY,1,0,0,0,"1,252",40.1,31.2,"1,161",373,373,373,92.7,29.8,29.8,29.8
12960,NY,1,1,1,1,851,20.9,40.8,827,827,827,827,97.2,97.2,97.2,97.2
12961,NY,1,1,1,1,238,19.5,12.2,238,238,238,238,100.0,100.0,100.0,100.0
12962,NY,0,0,0,0,"5,804",41.7,139.2,"1,401",12,12,12,24.1,0.2,0.2,0.2
12964,NY,1,0,0,0,143,36.1,4.0,113,23,23,23,79.0,16.1,16.1,16.1
12965,NY,1,1,0,0,519,12.1,43.0,519,519,140,140,100.0,100.0,27.0,27.0
12966,NY,1,1,0,0,"2,753",80.3,34.3,"2,753","2,753",287,287,100.0,100.0,10.4,10.4
12967,NY,1,1,0,0,"1,017",29.4,34.6,"1,017","1,017",171,171,100.0,100.0,16.8,16.8
12969,NY,1,1,0,0,448,118.4,3.8,448,421,109,109,100.0,94.0,24.3,24.3
12970,NY,1,1,1,1,784,39.2,20.0,784,784,780,532,100.0,100.0,99.4,67.9
12972,NY,0,0,0,0,"5,498",101.0,54.4,"1,737",297,297,297,31.6,5.4,5.4,5.4
12973,NY,1,1,1,0,11,4.5,2.4,11,11,11,0,100.0,100.0,100.0,0.0
12974,NY,0,0,0,0,"1,761",18.5,95.3,193,193,193,193,11.0,11.0,11.0,11.0
12978,NY,1,0,0,0,331,3.6,92.2,331,0,0,0,100.0,0.0,0.0,0.0
12979,NY,0,0,0,0,"2,401",5.1,468.0,0,0,0,0,0.0,0.0,0.0,0.0
12980,NY,1,1,1,1,"1,473",407.5,3.6,"1,473","1,473","1,034","1,009",100.0,100.0,70.2,68.5
12981,NY,0,0,0,0,"6,341",123.8,51.2,"1,796",341,341,341,28.3,5.4,5.4,5.4
12983,NY,1,1,1,0,"8,192",148.4,55.2,"8,192","8,192","8,192",449,100.0,100.0,100.0,5.5
12985,NY,1,0,0,0,"1,307",63.5,20.6,"1,173",456,456,456,89.7,34.9,34.9,34.9
12986,NY,1,1,1,0,"6,409",333.3,19.2,"6,409","6,409","6,409",308,100.0,100.0,100.0,4.8
12987,NY,1,1,1,1,128,6.7,19.1,128,83,83,83,100.0,65.4,65.4,65.4
12989,NY,1,1,1,0,"1,850",178.3,10.4,"1,850","1,433","1,431",763,100.0,77.5,77.4,41.2
12992,NY,0,0,0,0,"4,616",76.9,60.0,711,0,0,0,15.4,0.0,0.0,0.0
12993,NY,0,0,0,0,"1,692",80.0,21.1,394,150,150,150,23.3,8.9,8.9,8.9
12996,NY,0,0,0,0,"1,920",74.8,25.7,428,387,387,387,22.3,20.2,20.2,20.2
12997,NY,1,1,1,0,"1,316",78.2,16.8,"1,316",662,662,649,100.0,50.3,50.3,49.3
12998,NY,1,1,1,1,474,3.1,152.9,474,474,474,474,100.0,100.0,100.0,100.0
13021,NY,0,0,0,0,"41,691",123.9,336.5,0,0,0,0,0.0,0.0,0.0,0.0
13026,NY,0,0,0,0,"1,802",40.5,44.5,0,0,0,0,0.0,0.0,0.0,0.0
13027,NY,0,0,0,0,"30,204",69.0,438.0,0,0,0,0,0.0,0.0,0.0,0.0
13028,NY,0,0,0,0,"1,328",19.7,67.5,31,31,31,31,2.3,2.3,2.3,2.3
13029,NY,0,0,0,0,"5,710",15.9,360.0,0,0,0,0,0.0,0.0,0.0,0.0
13030,NY,0,0,0,0,"3,770",11.0,343.7,0,0,0,0,0.0,0.0,0.0,0.0
13031,NY,0,0,0,0,"16,448",24.0,685.6,0,0,0,0,0.0,0.0,0.0,0.0
13032,NY,0,0,0,0,"11,779",85.5,137.7,0,0,0,0,0.0,0.0,0.0,0.0
13033,NY,0,0,0,0,"4,134",57.5,71.9,0,0,0,0,0.0,0.0,0.0,0.0
13034,NY,0,0,0,0,"1,872",27.6,67.8,0,0,0,0,0.0,0.0,0.0,0.0
13035,NY,0,0,0,0,"8,039",72.8,110.4,0,0,0,0,0.0,0.0,0.0,0.0
13036,NY,0,0,0,0,"8,354",47.5,176.0,0,0,0,0,0.0,0.0,0.0,0.0
13037,NY,0,0,0,0,"8,401",38.9,215.9,0,0,0,0,0.0,0.0,0.0,0.0
13039,NY,0,0,0,0,"14,472",24.9,581.0,0,0,0,0,0.0,0.0,0.0,0.0
13040,NY,0,0,0,0,"3,120",106.1,29.4,294,236,236,236,9.4,7.6,7.6,7.6
13041,NY,0,0,0,0,"10,048",22.0,455.9,0,0,0,0,0.0,0.0,0.0,0.0
13042,NY,0,0,0,0,"3,305",78.5,42.1,101,101,101,101,3.1,3.1,3.1,3.1
13044,NY,0,0,0,0,"3,066",55.2,55.6,0,0,0,0,0.0,0.0,0.0,0.0
13045,NY,0,0,0,0,"28,751",109.0,263.9,0,0,0,0,0.0,0.0,0.0,0.0
13052,NY,0,0,0,0,"1,863",54.2,34.4,346,346,346,346,18.6,18.6,18.6,18.6
13053,NY,0,0,0,0,"4,762",38.6,123.3,0,0,0,0,0.0,0.0,0.0,0.0
13054,NY,0,0,0,0,"1,751",28.1,62.2,0,0,0,0,0.0,0.0,0.0,0.0
13057,NY,0,0,0,0,"15,846",24.8,638.4,0,0,0,0,0.0,0.0,0.0,0.0
13060,NY,0,0,0,0,"3,334",19.7,169.2,0,0,0,0,0.0,0.0,0.0,0.0
13061,NY,0,0,0,0,"1,182",32.9,36.0,0,0,0,0,0.0,0.0,0.0,0.0
13063,NY,0,0,0,0,"1,997",41.5,48.1,0,0,0,0,0.0,0.0,0.0,0.0
13066,NY,0,0,0,0,"12,216",15.0,812.8,0,0,0,0,0.0,0.0,0.0,0.0
13068,NY,0,0,0,0,"5,336",49.1,108.7,0,0,0,0,0.0,0.0,0.0,0.0
13069,NY,0,0,0,0,"25,713",115.7,222.2,0,0,0,0,0.0,0.0,0.0,0.0
13071,NY,0,0,0,0,"1,013",23.2,43.7,0,0,0,0,0.0,0.0,0.0,0.0
13072,NY,0,0,0,0,"1,065",40.3,26.4,42,42,42,42,3.9,3.9,3.9,3.9
13073,NY,0,0,0,0,"5,818",52.5,110.8,0,0,0,0,0.0,0.0,0.0,0.0
13074,NY,0,0,0,0,"4,979",45.4,109.8,0,0,0,0,0.0,0.0,0.0,0.0
13076,NY,0,0,0,0,"1,855",13.2,140.4,0,0,0,0,0.0,0.0,0.0,0.0
13077,NY,0,0,0,0,"6,890",67.1,102.7,0,0,0,0,0.0,0.0,0.0,0.0
13078,NY,0,0,0,0,"8,556",39.0,219.4,0,0,0,0,0.0,0.0,0.0,0.0
13080,NY,0,0,0,0,"3,521",29.6,119.1,0,0,0,0,0.0,0.0,0.0,0.0
13081,NY,0,0,0,0,"1,071",30.8,34.8,0,0,0,0,0.0,0.0,0.0,0.0
13082,NY,0,0,0,0,"5,269",29.5,178.9,0,0,0,0,0.0,0.0,0.0,0.0
13083,NY,0,0,0,0,"1,950",54.6,35.7,367,367,367,367,18.8,18.8,18.8,18.8
13084,NY,0,0,0,0,"4,483",45.3,98.9,0,0,0,0,0.0,0.0,0.0,0.0
13088,NY,0,0,0,0,"23,453",10.0,2338.3,0,0,0,0,0.0,0.0,0.0,0.0
13090,NY,0,0,0,0,"29,477",12.9,2278.0,0,0,0,0,0.0,0.0,0.0,0.0
13092,NY,0,0,0,0,"2,925",53.7,54.5,0,0,0,0,0.0,0.0,0.0,0.0
13101,NY,0,0,0,0,"2,399",35.6,67.3,0,0,0,0,0.0,0.0,0.0,0.0
13103,NY,0,0,0,0,430,2.0,216.1,0,0,0,0,0.0,0.0,0.0,0.0
13104,NY,0,0,0,0,"14,741",48.3,305.3,0,0,0,0,0.0,0.0,0.0,0.0
13108,NY,0,0,0,0,"5,693",26.2,217.2,0,0,0,0,0.0,0.0,0.0,0.0
13110,NY,0,0,0,0,"2,300",25.0,91.9,0,0,0,0,0.0,0.0,0.0,0.0
13111,NY,0,0,0,0,"1,730",27.7,62.5,0,0,0,0,0.0,0.0,0.0,0.0
13112,NY,0,0,0,0,"1,765",20.2,87.5,0,0,0,0,0.0,0.0,0.0,0.0
13114,NY,0,0,0,0,"6,773",64.9,104.4,0,0,0,0,0.0,0.0,0.0,0.0
13116,NY,0,0,0,0,"2,711",1.5,1795.4,0,0,0,0,0.0,0.0,0.0,0.0
13118,NY,0,0,0,0,"6,542",110.5,59.2,0,0,0,0,0.0,0.0,0.0,0.0
13120,NY,0,0,0,0,"2,928",13.9,211.1,0,0,0,0,0.0,0.0,0.0,0.0
